10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
9.89899,9.89646,9.89394,9.89142,9.88891,9.8864,9.88391,9.88143,9.87896,9.8765,9.87406,9.87163,9.86923,9.86684,9.86447,9.86213,9.85981,9.85751,9.85524,9.85299,9.85077,9.84858,9.84642,9.84429,9.8422,9.84013,9.8381,9.8361,9.83414,9.83221,9.83032,9.82847,9.82665,9.82488,9.82314,9.82145,9.81979,9.81818,9.81662,9.81509,9.81361,9.81218,9.81079,9.80944,9.80815,9.80689,9.80569,9.80453,9.80343,9.80237,9.80135,9.80039,9.79947,9.7986,9.79778,9.79701,9.79628,9.7956,9.79497,9.79438,9.79384,9.79334,9.79289,9.79247,9.7921,9.79177,9.79148,9.79123,9.79101,9.79083,9.79068,9.79057,9.79049,9.79044,9.79042,9.79043,9.79047,9.79053,9.79062,9.79073,9.79086,9.79101,9.79119,9.79138,9.79158,9.79181,9.79204,9.79229,9.79256,9.79283,9.79311,9.79341,9.7937,9.79401,9.79432,9.79464,9.79496,9.79528,9.7956,9.79592,
9.79798,9.79293,9.78789,9.78285,9.77783,9.77283,9.76785,9.76289,9.75795,9.75304,9.74817,9.74332,9.73851,9.73374,9.72902,9.72433,9.71969,9.7151,9.71056,9.70607,9.70164,9.69726,9.69294,9.68869,9.68449,9.68036,9.6763,9.67231,9.66838,9.66453,9.66075,9.65704,9.65342,9.64987,9.6464,9.64301,9.6397,9.63648,9.63335,9.6303,9.62734,9.62447,9.62169,9.619,9.6164,9.6139,9.61149,9.60918,9.60696,9.60484,9.60281,9.60088,9.59905,9.59731,9.59567,9.59412,9.59266,9.5913,9.59004,9.58886,9.58777,9.58677,9.58586,9.58503,9.58429,9.58362,9.58304,9.58253,9.58209,9.58173,9.58144,9.58121,9.58105,9.58095,9.58091,9.58093,9.581,9.58112,9.58129,9.58151,9.58177,9.58207,9.58241,9.58279,9.5832,9.58365,9.58412,9.58462,9.58514,9.58569,9.58625,9.58683,9.58743,9.58804,9.58866,9.58929,9.58992,9.59056,9.5912,9.59184,
9.69697,9.6894,9.68185,9.67431,9.66679,9.6593,9.65184,9.6444,9.63701,9.62966,9.62235,9.61509,9.60789,9.60075,9.59366,9.58664,9.57969,9.57281,9.56601,9.55928,9.55264,9.54608,9.53961,9.53323,9.52695,9.52076,9.51467,9.50868,9.5028,9.49702,9.49135,9.4858,9.48036,9.47504,9.46984,9.46475,9.4598,9.45496,9.45026,9.44569,9.44124,9.43694,9.43276,9.42873,9.42483,9.42108,9.41746,9.41399,9.41066,9.40747,9.40443,9.40153,9.39878,9.39616,9.3937,9.39137,9.38919,9.38714,9.38524,9.38347,9.38183,9.38033,9.37896,9.37771,9.37659,9.37559,9.37471,9.37394,9.37329,9.37274,9.37229,9.37195,9.37171,9.37155,9.37149,9.37151,9.37161,9.37179,9.37204,9.37236,9.37275,9.3732,9.37371,9.37427,9.37489,9.37555,9.37625,9.37699,9.37777,9.37858,9.37942,9.38029,9.38118,9.38209,9.38301,9.38395,9.3849,9.38585,9.3868,9.38776,
9.59596,9.58589,9.57584,9.5658,9.5558,9.54582,9.53589,9.526,9.51615,9.50637,9.49664,9.48698,9.47739,9.46788,9.45845,9.44911,9.43985,9.43069,9.42163,9.41268,9.40383,9.3951,9.38648,9.37799,9.36961,9.36137,9.35326,9.34528,9.33744,9.32975,9.3222,9.31479,9.30754,9.30045,9.29351,9.28674,9.28013,9.27369,9.26741,9.26131,9.25539,9.24964,9.24408,9.23869,9.23349,9.22848,9.22365,9.21902,9.21457,9.21032,9.20626,9.20239,9.19871,9.19522,9.19192,9.18882,9.1859,9.18317,9.18062,9.17825,9.17607,9.17406,9.17222,9.17056,9.16905,9.16772,9.16653,9.16551,9.16463,9.16389,9.16329,9.16283,9.16249,9.16228,9.16219,9.16221,9.16234,9.16257,9.1629,9.16332,9.16383,9.16443,9.1651,9.16584,9.16665,9.16752,9.16845,9.16943,9.17046,9.17153,9.17265,9.17379,9.17497,9.17617,9.1774,9.17864,9.17989,9.18115,9.18241,9.18367,
9.49495,9.48239,9.46985,9.45734,9.44485,9.43241,9.42002,9.40768,9.3954,9.3832,9.37106,9.35901,9.34705,9.33518,9.32342,9.31176,9.30021,9.28878,9.27748,9.2663,9.25526,9.24436,9.23361,9.223,9.21255,9.20226,9.19213,9.18217,9.17238,9.16277,9.15333,9.14409,9.13503,9.12617,9.1175,9.10903,9.10077,9.09271,9.08487,9.07724,9.06983,9.06264,9.05568,9.04895,9.04244,9.03617,9.03013,9.02432,9.01876,9.01343,9.00834,9.0035,8.99889,8.99452,8.99039,8.9865,8.98284,8.97942,8.97622,8.97326,8.97052,8.968,8.96569,8.9636,8.96172,8.96003,8.95855,8.95725,8.95614,8.95522,8.95446,8.95387,8.95344,8.95317,8.95304,8.95306,8.95321,8.95349,8.95389,8.95441,8.95504,8.95577,8.95659,8.95751,8.95851,8.95958,8.96073,8.96195,8.96322,8.96455,8.96593,8.96735,8.96881,8.9703,8.97181,8.97335,8.9749,8.97646,8.97803,8.97959,
9.39394,9.37891,9.3639,9.34892,9.33398,9.31909,9.30425,9.28948,9.27479,9.26017,9.24565,9.23122,9.2169,9.20269,9.1886,9.17464,9.16081,9.14713,9.13359,9.12021,9.10698,9.09392,9.08104,9.06833,9.05581,9.04347,9.03134,9.0194,9.00766,8.99614,8.98483,8.97374,8.96288,8.95224,8.94185,8.93169,8.92177,8.9121,8.90269,8.89353,8.88463,8.876,8.86764,8.85955,8.85173,8.84419,8.83693,8.82996,8.82327,8.81686,8.81074,8.80491,8.79937,8.79412,8.78915,8.78446,8.78006,8.77594,8.7721,8.76852,8.76522,8.76219,8.75941,8.75689,8.75461,8.75258,8.75079,8.74922,8.74788,8.74675,8.74583,8.74511,8.74458,8.74424,8.74408,8.74409,8.74425,8.74457,8.74504,8.74565,8.74638,8.74724,8.74822,8.7493,8.75048,8.75176,8.75312,8.75456,8.75607,8.75765,8.75929,8.76097,8.7627,8.76447,8.76627,8.7681,8.76994,8.77179,8.77365,8.77551,
9.29293,9.27544,9.25798,9.24056,9.22318,9.20585,9.1886,9.17141,9.15432,9.13731,9.12042,9.10363,9.08697,9.07043,9.05404,9.03779,9.0217,9.00577,8.99001,8.97443,8.95904,8.94383,8.92883,8.91403,8.89945,8.88508,8.87094,8.85703,8.84335,8.82992,8.81674,8.80381,8.79115,8.77875,8.76662,8.75477,8.7432,8.73192,8.72093,8.71024,8.69985,8.68977,8.68,8.67055,8.66142,8.65261,8.64412,8.63597,8.62815,8.62066,8.6135,8.60668,8.6002,8.59405,8.58824,8.58275,8.5776,8.57277,8.56827,8.56409,8.56022,8.55666,8.5534,8.55044,8.54778,8.54539,8.54328,8.54144,8.53985,8.53852,8.53743,8.53658,8.53595,8.53553,8.53532,8.53531,8.53549,8.53585,8.53637,8.53706,8.5379,8.53888,8.54,8.54124,8.5426,8.54406,8.54563,8.54729,8.54903,8.55084,8.55273,8.55467,8.55666,8.5587,8.56078,8.56288,8.565,8.56714,8.56929,8.57143,
9.19192,9.172,9.15211,9.13226,9.11247,9.09273,9.07307,9.0535,9.03402,9.01465,8.9954,8.97627,8.95729,8.93845,8.91976,8.90125,8.88291,8.86475,8.84679,8.82903,8.81147,8.79414,8.77703,8.76015,8.74351,8.72712,8.71099,8.69511,8.67951,8.66418,8.64913,8.63437,8.6199,8.60574,8.59188,8.57833,8.56511,8.55221,8.53965,8.52742,8.51554,8.504,8.49283,8.48201,8.47155,8.46146,8.45175,8.44241,8.43344,8.42486,8.41666,8.40885,8.40141,8.39436,8.38769,8.38141,8.37549,8.36996,8.36479,8.35999,8.35554,8.35145,8.34771,8.34431,8.34124,8.33849,8.33606,8.33393,8.33211,8.33056,8.3293,8.3283,8.32756,8.32706,8.3268,8.32677,8.32695,8.32733,8.32791,8.32867,8.3296,8.3307,8.33195,8.33334,8.33486,8.33651,8.33827,8.34014,8.3421,8.34414,8.34626,8.34845,8.3507,8.353,8.35533,8.35771,8.3601,8.36251,8.36493,8.36735,
9.09091,9.06858,9.04629,9.02404,9.00185,8.97973,8.9577,8.93575,8.91392,8.89221,8.87062,8.84918,8.82789,8.80676,8.78581,8.76505,8.74448,8.72411,8.70396,8.68404,8.66434,8.64489,8.62569,8.60674,8.58807,8.56966,8.55154,8.53372,8.51618,8.49896,8.48205,8.46546,8.44919,8.43326,8.41768,8.40244,8.38756,8.37305,8.3589,8.34513,8.33175,8.31876,8.30616,8.29397,8.28218,8.27081,8.25985,8.24932,8.23921,8.22952,8.22027,8.21145,8.20305,8.19509,8.18756,8.18046,8.17378,8.16752,8.16168,8.15625,8.15122,8.1466,8.14236,8.13851,8.13503,8.13192,8.12916,8.12674,8.12466,8.1229,8.12145,8.1203,8.11944,8.11886,8.11854,8.11847,8.11865,8.11905,8.11967,8.12049,8.12151,8.12271,8.12409,8.12562,8.1273,8.12912,8.13106,8.13312,8.13529,8.13755,8.1399,8.14233,8.14482,8.14736,8.14995,8.15258,8.15523,8.15791,8.16059,8.16327,
